"title","body","image","Taxonomy type"
"PGA404",,"PGA404.jpg","Deep Carved"
"PGC317",,"PGC317.jpg","Deep Carved"
"PGB365",,"PGB365.jpg","Deep Carved"
"PGA106",,"PGA106.jpg","Deep Carved"
"PGA417",,"PGA417.jpg","Deep Carved"
"PGC237",,"PGC237.jpg","Deep Carved"
"PGA252",,"PGA252.jpg","Deep Carved"
"PGA218",,"PGA218.jpg","Deep Carved"
"PGB371",,"PGB371.jpg","Deep Carved"
"PGA405",,"PGA405.jpg","Deep Carved"
"PGC333",,"PGC333.jpg","Deep Carved"
"PGA422",,"PGA422.jpg","Deep Carved"
"PGA503",,"PGA503.jpg","Deep Carved"
"PGB102",,"PGB102.jpg","Deep Carved"
"PGA408",,"PGA408.jpg","Deep Carved"
"PGA502",,"PGA502.jpg","Deep Carved"
"PGC211",,"PGC211.jpg","Deep Carved"
"PGC242",,"PGC242.jpg","Deep Carved"
"PGB366",,"PGB366.jpg","Deep Carved"
"PGA220",,"PGA220.jpg","Deep Carved"
"PGB125",,"PGB125.jpg","Deep Carved"
"PGF201a",,"PGF201a.jpg","Deep Carved"
"PGC345",,"PGC345.jpg","Deep Carved"
"PGB301",,"PGB301.jpg","Deep Carved"
"PGA224",,"PGA224.jpg","Deep Carved"
"PGA217",,"PGA217.jpg","Deep Carved"
"PGB306",,"PGB306.jpg","Deep Carved"
"PGA256",,"PGA256.jpg","Deep Carved"
"PGC215",,"PGC215.jpg","Deep Carved"
"PGA223",,"PGA223.jpg","Deep Carved"
"PGA247",,"PGA247.jpg","Deep Carved"
"PGC353",,"PGC353.jpg","Deep Carved"
"PGB350",,"PGB350.jpg","Deep Carved"
"PGB304",,"PGB304.jpg","Deep Carved"
"PGC233",,"PGC233.jpg","Deep Carved"
"PGA410",,"PGA410.jpg","Deep Carved"
"PGA103",,"PGA103.jpg","Deep Carved"
"PGB106",,"PGB106.jpg","Deep Carved"
"PGB348",,"PGB348.jpg","Deep Carved"
"PGB303",,"PGB303.jpg","Deep Carved"
"PGA249",,"PGA249.jpg","Deep Carved"
"PGB322",,"PGB322.jpg","Deep Carved"
"PGC214",,"PGC214.jpg","Deep Carved"
"PGB355",,"PGB355.jpg","Deep Carved"
"PGA505",,"PGA505.jpg","Deep Carved"
"PGF201b",,"PGF201b.jpg","Deep Carved"
"PGB122",,"PGB122.jpg","Deep Carved"
"PGA510",,"PGA510.jpg","Deep Carved"
"PGA519",,"PGA519.jpg","Deep Carved"
"PGA406",,"PGA406.jpg","Deep Carved"
"PGA206",,"PGA206.jpg","Deep Carved"
"PGA407",,"PGA407.jpg","Deep Carved"
"PGC195",,"PGC195.jpg","Deep Carved"
"PGA270",,"PGA270.jpg","Deep Carved"
"PGA240A",,"PGA240A.jpg","Deep Carved"
"PGC227",,"PGC227.jpg","Deep Carved"
"PGC346",,"PGC346.jpg","Deep Carved"
"PGC236",,"PGC236.jpg","Deep Carved"
"PGC196",,"PGC196.jpg","Deep Carved"
"PGA104",,"PGA104.jpg","Deep Carved"
"PGA509",,"PGA509.jpg","Deep Carved"
"PGB352",,"PGB352.jpg","Deep Carved"
"PGA209",,"PGA209.jpg","Deep Carved"
"PGC349",,"PGC349.jpg","Deep Carved"
"PGC225",,"PGC225.jpg","Deep Carved"
"PGC315",,"PGC315.jpg","Deep Carved"
"PGC310",,"PGC310.jpg","Deep Carved"
"PGB331",,"PGB331.jpg","Deep Carved"
"PGC226",,"PGC226.jpg","Deep Carved"
"PGC313",,"PGC313.jpg","Deep Carved"
"PGC483",,"PGC483.jpg","Deep Carved"
"PGF104",,"PGF104.jpg","Deep Carved"
"PGF103",,"PGF103.jpg","Deep Carved"
"PGF102",,"PGF102.jpg","Deep Carved"
"PGF101",,"PGF101.jpg","Deep Carved"
"PGB346",,"PGB346.jpg","Deep Carved"
"PGC228",,"PGC228.jpg","Deep Carved"
"PGA105",,"PGA105.jpg","Deep Carved"
"PGC230",,"PGC230.jpg","Deep Carved"
"PGC229",,"PGC229.jpg","Deep Carved"
"PGC188",,"PGC188.jpg","Deep Carved"
"PGC191",,"PGC191.jpg","Deep Carved"
